Case_Number,Processing_Time,Syntax_Error
179,8.446180582046509,Syntax Error
180,4.124661922454834,Syntax Error
181,7.805251359939575,No Syntax Error
182,3.6299495697021484,Syntax Error
183,Over,Pause
184,11.159634351730347,Syntax Error
185,2.9038174152374268,Syntax Error
186,7.691599607467651,No Syntax Error
187,24.369619846343994,Syntax Error
188,0.8446600437164307,Syntax Error
189,11.529019117355347,No Syntax Error
190,9.771045684814453,Syntax Error
191,14.174675703048706,No Syntax Error
192,7.086115598678589,Syntax Error
193,26.470974683761597,No Syntax Error
194,2.69604754447937,Syntax Error
195,7.458251953125,No Syntax Error
196,5.791046857833862,Syntax Error
197,25.80839991569519,Syntax Error
198,57.41134262084961,Syntax Error
199,20.840869903564453,Syntax Error
200,15.81878399848938,Syntax Error
201,8.54864239692688,Syntax Error
202,14.366256952285767,Syntax Error
203,6.2315874099731445,No Syntax Error
204,7.713427305221558,No Syntax Error
205,13.89855670928955,No Syntax Error
206,9.578526735305786,No Syntax Error
207,3.827185869216919,Syntax Error
208,9.357847213745117,Syntax Error
209,17.200997591018677,Syntax Error
210,Over,Pause
211,13.95249080657959,Syntax Error
212,1.9192266464233398,No Syntax Error
213,21.44346594810486,Syntax Error
214,4.502469539642334,No Syntax Error
215,Over,Pause
216,15.817070722579956,No Syntax Error
217,11.59148383140564,No Syntax Error
218,9.162909269332886,No Syntax Error
219,9.250643730163574,No Syntax Error
220,13.545068979263306,No Syntax Error
221,4.616562604904175,No Syntax Error
222,Over,Pause
223,15.815359115600586,Syntax Error
224,8.721927404403687,Syntax Error
225,11.907588005065918,Syntax Error
226,5.920024633407593,No Syntax Error
227,3.024329662322998,Syntax Error
228,52.348926067352295,Syntax Error
229,2.3237318992614746,No Syntax Error
230,4.868497610092163,No Syntax Error
231,10.014301776885986,No Syntax Error
232,0.6702103614807129,Syntax Error
233,20.847407579421997,No Syntax Error
234,9.640953302383423,Syntax Error
235,7.48118257522583,No Syntax Error
236,6.085336685180664,Syntax Error
237,18.157398223876953,Syntax Error
238,0,EMPTY
239,4.604240894317627,No Syntax Error
240,9.99327301979065,Syntax Error
241,3.681920289993286,No Syntax Error
242,23.64881181716919,Syntax Error
243,3.105970859527588,Syntax Error
244,2.5482568740844727,Syntax Error
245,3.060896396636963,No Syntax Error
246,6.564270734786987,Syntax Error
247,3.1688709259033203,Syntax Error
248,17.666579961776733,Syntax Error
249,17.321265697479248,Syntax Error
250,0.8166027069091797,Syntax Error
251,6.229247808456421,Syntax Error
252,2.720815420150757,Syntax Error
253,69.21321249008179,Syntax Error
254,4.459418058395386,No Syntax Error
255,28.39807963371277,Syntax Error
256,21.442350149154663,Syntax Error
257,5.498131275177002,No Syntax Error
258,7.832069396972656,Syntax Error
259,7.219785690307617,No Syntax Error
260,16.221620082855225,No Syntax Error
261,3.059818983078003,Syntax Error
262,8.449319839477539,Syntax Error
263,Over,Pause
264,9.987054347991943,No Syntax Error
265,27.81570076942444,Syntax Error
266,9.480407953262329,No Syntax Error
267,12.352031469345093,Syntax Error
268,5.1166205406188965,Syntax Error
269,15.98913860321045,No Syntax Error
270,3.71183180809021,No Syntax Error
271,5.685110569000244,No Syntax Error
272,7.7850353717803955,Syntax Error
273,15.804065942764282,No Syntax Error
274,2.4215056896209717,Syntax Error
275,61.50684881210327,Syntax Error
276,13.287641048431396,Syntax Error
277,15.70736026763916,Syntax Error
278,9.272101163864136,No Syntax Error
279,0,EMPTY
280,20.136237859725952,Syntax Error
281,14.930763959884644,Syntax Error
282,10.526089906692505,No Syntax Error
283,6.100426912307739,Syntax Error
284,10.022144794464111,No Syntax Error
285,6.837576389312744,No Syntax Error
286,22.926687955856323,Syntax Error
287,10.570432662963867,No Syntax Error
288,4.3664422035217285,No Syntax Error
289,7.725171804428101,No Syntax Error
290,4.736286640167236,Syntax Error
291,Over,Pause
292,5.870514869689941,Syntax Error
293,6.135629415512085,No Syntax Error
294,16.79006862640381,Syntax Error
295,Over,Pause
296,6.70535683631897,No Syntax Error
297,5.706428527832031,No Syntax Error
298,39.208473920822144,Syntax Error
299,5.135868072509766,No Syntax Error
300,14.174890995025635,Syntax Error
301,14.94971251487732,Syntax Error
302,1.444169282913208,No Syntax Error
303,16.921231508255005,No Syntax Error
304,10.855761528015137,Syntax Error
305,9.256351947784424,Syntax Error
306,19.695065021514893,Syntax Error
307,18.316478729248047,Syntax Error
308,10.219233989715576,No Syntax Error
309,3.480119466781616,Syntax Error
310,14.062867879867554,Syntax Error
311,16.30432391166687,Syntax Error
312,1.940314531326294,Syntax Error
313,12.46842908859253,No Syntax Error
314,4.64227819442749,No Syntax Error
315,16.046042919158936,Syntax Error
316,11.07367730140686,No Syntax Error
317,20.400672674179077,Syntax Error
318,6.805133581161499,Syntax Error
319,8.267050743103027,No Syntax Error
320,Over,Pause
321,10.826931715011597,No Syntax Error
322,7.033189535140991,Syntax Error
323,15.170056819915771,Syntax Error
324,10.311136245727539,No Syntax Error
325,8.550550937652588,Syntax Error
326,7.682945489883423,Syntax Error
327,6.733438014984131,No Syntax Error
328,7.018841981887817,No Syntax Error
329,43.01069641113281,Syntax Error
330,9.699005842208862,Syntax Error
331,45.122167348861694,Syntax Error
332,5.1439149379730225,No Syntax Error
333,Over,Pause
334,7.784925699234009,No Syntax Error
335,11.465595960617065,No Syntax Error
336,12.062067031860352,No Syntax Error
337,19.65950036048889,Syntax Error
338,29.980769157409668,No Syntax Error
339,7.4426844120025635,Syntax Error
340,10.414675235748291,Syntax Error
341,15.942512035369873,Syntax Error
342,4.931724548339844,No Syntax Error
343,7.641600608825684,No Syntax Error
344,Over,Pause
345,107.76118540763855,Syntax Error
346,19.206488847732544,No Syntax Error
347,12.754787921905518,No Syntax Error
348,8.516033172607422,Syntax Error
349,Over,Pause
350,10.230352640151978,No Syntax Error
351,6.746936321258545,No Syntax Error
352,0.7965912818908691,Syntax Error
353,9.328187942504883,No Syntax Error
354,Over,Pause
355,13.737741231918335,No Syntax Error
356,22.56816077232361,No Syntax Error
357,6.953392505645752,No Syntax Error
358,19.509711027145386,No Syntax Error
359,7.7339441776275635,No Syntax Error
360,44.606748819351196,Syntax Error
361,8.203097820281982,No Syntax Error
362,7.4999847412109375,No Syntax Error
363,26.743555545806885,Syntax Error
364,4.163285732269287,No Syntax Error
365,6.105919361114502,No Syntax Error
366,5.491073846817017,Syntax Error
367,73.28704881668091,Syntax Error
368,7.82132625579834,Syntax Error
369,29.26707935333252,No Syntax Error
370,Over,Pause
371,12.34029746055603,No Syntax Error
372,2.0434796810150146,Syntax Error
373,13.930439710617065,No Syntax Error
374,37.1813530921936,No Syntax Error
375,9.303256034851074,No Syntax Error
376,16.9744770526886,No Syntax Error
377,2.892526865005493,Syntax Error
378,9.983217239379883,No Syntax Error
379,Over,Pause
380,10.982182741165161,Syntax Error
381,10.524173021316528,Syntax Error
382,0.3330414295196533,Syntax Error
383,11.177166223526001,Syntax Error
384,16.712013483047485,No Syntax Error
385,16.95908546447754,Syntax Error
386,12.643921613693237,Syntax Error
387,15.200424671173096,No Syntax Error
388,28.48693537712097,Syntax Error
389,9.356013774871826,Syntax Error
390,8.135587930679321,No Syntax Error
391,16.68582010269165,No Syntax Error
392,0.8296692371368408,Syntax Error
393,15.305283069610596,Syntax Error
394,6.309436798095703,No Syntax Error
395,0.8390090465545654,Syntax Error
396,15.273042917251587,Syntax Error
397,4.777950763702393,No Syntax Error
398,22.022745609283447,Syntax Error
399,15.91530966758728,No Syntax Error
400,8.58244776725769,No Syntax Error
401,8.331663846969604,No Syntax Error
402,19.64621376991272,No Syntax Error
403,10.32081389427185,Syntax Error
404,4.351606607437134,No Syntax Error
405,19.759283304214478,No Syntax Error
406,7.922903299331665,Syntax Error
407,3.120499610900879,Syntax Error
408,6.756162643432617,No Syntax Error
409,10.091678380966187,Syntax Error
410,7.822948694229126,Syntax Error
411,15.117165088653564,No Syntax Error
412,7.996432304382324,Syntax Error
413,8.347379207611084,No Syntax Error
414,8.202359676361084,Syntax Error
415,13.21766209602356,Syntax Error
416,89.29241037368774,Syntax Error
417,0,EMPTY
418,8.931985855102539,Syntax Error
419,7.088969469070435,No Syntax Error
420,10.430557250976562,No Syntax Error
421,6.612314462661743,Syntax Error
422,8.337464809417725,Syntax Error
423,13.217972755432129,Syntax Error
424,8.624918699264526,No Syntax Error
425,7.526309013366699,No Syntax Error
426,2.77164363861084,Syntax Error
